benchmark,variant_dir,scale,variant_num,status,cycles,instructions,wallclock_s
patricia_O3,variant_12,0.02,0,PASS,6892878,4226994,15.773
patricia_O3,variant_13,0.03,0,PASS,6892878,4226994,11.088
patricia_O3,variant_14,0.05,0,PASS,6892878,4226994,16.305
patricia_O3,variant_15,0.07,0,PASS,6892878,4226994,11.009
patricia_O3,variant_16,0.1,0,PASS,6891978,4226094,14.16
patricia_O3,variant_17,0.15,0,PASS,6891978,4226094,13.303
patricia_O3,variant_18,0.2,0,PASS,6891978,4226094,14.495
patricia_O3,variant_19,0.3,0,PASS,6891978,4226094,11.005
patricia_O3,variant_20,0.4,0,PASS,6891978,4226094,10.867
patricia_O3,variant_21,0.5,0,PASS,6891978,4226094,16.592
patricia_O3,variant_22,0.6,0,PASS,6891978,4226094,16.177
patricia_O3,variant_23,0.7,0,PASS,6891978,4226094,15.647
patricia_O3,variant_24,0.85,0,PASS,6891978,4226094,13.779
patricia_O3,variant_25,0.9,0,PASS,6891978,4226094,14.753
patricia_O3,variant_26,1,0,PASS,6891980,4226096,13.467
picojpeg_test,variant_original,original,,PASS,5887002,3887466,13.613
picojpeg_test,variant_gp,gp,,PASS,5887002,3887466,10.353
picojpeg_test,variant_0,0,0,PASS,24234060,17457624,50.512
picojpeg_test,variant_1,0.0001,0,PASS,7781750,5467828,16.17
picojpeg_test,variant_2,0.0002,0,PASS,7781750,5467828,16.739
picojpeg_test,variant_3,0.0005,0,PASS,7375491,5106446,17.2
picojpeg_test,variant_4,0.001,0,PASS,6191504,4049299,15.355
picojpeg_test,variant_5,0.0015,0,PASS,6135392,4004835,14.956
picojpeg_test,variant_6,0.002,0,PASS,6179072,4036867,14.015
picojpeg_test,variant_7,0.003,0,PASS,6134566,4023497,10.785
picojpeg_test,variant_8,0.005,0,PASS,6058966,4002721,14.813
picojpeg_test,variant_9,0.007,0,PASS,6088086,4020193,10.417
picojpeg_test,variant_10,0.01,0,PASS,5983142,3975897,13.2
picojpeg_test,variant_11,0.015,0,PASS,5952223,3901802,14.123
picojpeg_test,variant_12,0.02,0,PASS,5952223,3901802,13.316
picojpeg_test,variant_13,0.03,0,PASS,5888755,3889168,14.344
picojpeg_test,variant_14,0.05,0,PASS,5887193,3887606,13.89
picojpeg_test,variant_15,0.07,0,PASS,5887193,3887606,9.685
picojpeg_test,variant_16,0.1,0,PASS,5887193,3887606,13.584
picojpeg_test,variant_17,0.15,0,PASS,5887193,3887606,10.73
picojpeg_test,variant_18,0.2,0,PASS,5887193,3887606,13.504
picojpeg_test,variant_19,0.3,0,PASS,5887088,3887550,15.079
picojpeg_test,variant_20,0.4,0,PASS,5887088,3887550,12.612
picojpeg_test,variant_21,0.5,0,PASS,5887088,3887550,11.126
picojpeg_test,variant_22,0.6,0,PASS,5887018,3887480,13.731
picojpeg_test,variant_23,0.7,0,PASS,5887018,3887480,10.503
picojpeg_test,variant_24,0.85,0,PASS,5887018,3887480,10.08
picojpeg_test,variant_25,0.9,0,PASS,5887004,3887466,14.44
picojpeg_test,variant_26,1,0,PASS,5887002,3887466,12.261
primecount,variant_original,original,,PASS,6971484,4297075,12.565
primecount,variant_gp,gp,,PASS,6971484,4297075,13.727
primecount,variant_0,0,0,PASS,27024266,20110421,56.147
primecount,variant_1,0.0001,0,PASS,6971570,4610729,14.283
primecount,variant_2,0.0002,0,PASS,6971566,4297157,12.924
primecount,variant_3,0.0005,0,PASS,6971566,4297157,14.144
primecount,variant_4,0.001,0,PASS,6971566,4297157,13.935
primecount,variant_5,0.0015,0,PASS,6971566,4297157,10.711
primecount,variant_6,0.002,0,PASS,6971566,4297157,10.774
primecount,variant_7,0.003,0,PASS,6971566,4297157,10.769
primecount,variant_8,0.005,0,PASS,6971566,4297157,13.393
primecount,variant_9,0.007,0,PASS,6971566,4297157,13.511
primecount,variant_10,0.01,0,PASS,6971566,4297157,13.825
primecount,variant_11,0.015,0,PASS,6971566,4297157,14.286
primecount,variant_12,0.02,0,PASS,6971566,4297157,15.894
primecount,variant_13,0.03,0,PASS,6971566,4297157,14.716
primecount,variant_14,0.05,0,PASS,6971566,4297157,13.968
primecount,variant_15,0.07,0,PASS,6971566,4297157,15.784
primecount,variant_16,0.1,0,PASS,6971566,4297157,15.007
primecount,variant_17,0.15,0,PASS,6971566,4297157,13.778
primecount,variant_18,0.2,0,PASS,6971566,4297157,12.597
primecount,variant_19,0.3,0,PASS,6971484,4297075,10.948
primecount,variant_20,0.4,0,PASS,6971485,4297076,14.042
primecount,variant_21,0.5,0,PASS,6971485,4297076,13.562
primecount,variant_22,0.6,0,PASS,6971485,4297076,14.232
primecount,variant_23,0.7,0,PASS,6971485,4297076,13.834
primecount,variant_24,0.85,0,PASS,6971485,4297076,10.804
primecount,variant_25,0.9,0,PASS,6971485,4297076,13.43
primecount,variant_26,1,0,PASS,6971484,4297075,13.185
qsort_large_O3,variant_original,original,,PASS,27895996,16483788,54.016
qsort_large_O3,variant_gp,gp,,PASS,27895996,16483788,52.291
qsort_large_O3,variant_0,0,0,PASS,305801927,219879679,522.905
qsort_large_O3,variant_1,0.0001,0,PASS,38937328,25921721,78.288
qsort_large_O3,variant_2,0.0002,0,PASS,37346846,24648075,70.022
qsort_large_O3,variant_3,0.0005,0,PASS,37229626,24467418,70.545
qsort_large_O3,variant_4,0.001,0,PASS,35740542,22978334,67.856
qsort_large_O3,variant_5,0.0015,0,PASS,27895997,16483789,53.811
qsort_large_O3,variant_6,0.002,0,PASS,27895997,16483789,55.415
qsort_large_O3,variant_7,0.003,0,PASS,27895997,16483789,43.319
qsort_large_O3,variant_8,0.005,0,PASS,27895997,16483789,52.221
qsort_large_O3,variant_9,0.007,0,PASS,27895997,16483789,53.995
qsort_large_O3,variant_10,0.01,0,PASS,27895997,16483789,53.278
qsort_large_O3,variant_11,0.015,0,PASS,27895997,16483789,43.22
qsort_large_O3,variant_12,0.02,0,PASS,27895997,16483789,43.53
qsort_large_O3,variant_13,0.03,0,PASS,27895997,16483789,56.577
qsort_large_O3,variant_14,0.05,0,PASS,27895997,16483789,53.004
qsort_large_O3,variant_15,0.07,0,PASS,27895997,16483789,53.763
qsort_large_O3,variant_16,0.1,0,PASS,27895996,16483788,43.463
qsort_large_O3,variant_17,0.15,0,PASS,27895996,16483788,51.721
qsort_large_O3,variant_18,0.2,0,PASS,27895997,16483789,54.921
qsort_large_O3,variant_19,0.3,0,PASS,27895996,16483788,53.965
qsort_large_O3,variant_20,0.4,0,PASS,27895997,16483789,54.479
qsort_large_O3,variant_21,0.5,0,PASS,27895997,16483789,54.703
qsort_large_O3,variant_22,0.6,0,PASS,27895997,16483789,43.571
qsort_large_O3,variant_23,0.7,0,PASS,27895997,16483789,43.373
qsort_large_O3,variant_24,0.85,0,PASS,27895997,16483789,56.004
qsort_large_O3,variant_25,0.9,0,PASS,27895997,16483789,51.052
qsort_large_O3,variant_26,1,0,PASS,27895996,16483788,53.974
qsort_small_O3,variant_original,original,,PASS,585336,266197,1.299
qsort_small_O3,variant_gp,gp,,PASS,585336,266197,1.013
qsort_small_O3,variant_0,0,0,PASS,585339,266200,0.891
qsort_small_O3,variant_1,0.0001,0,PASS,585339,266200,0.899
qsort_small_O3,variant_2,0.0002,0,PASS,585336,266197,1.316
qsort_small_O3,variant_3,0.0005,0,PASS,585336,266197,1.227
qsort_small_O3,variant_4,0.001,0,PASS,585336,266197,0.838
qsort_small_O3,variant_5,0.0015,0,PASS,585336,266197,0.878
qsort_small_O3,variant_6,0.002,0,PASS,585336,266197,0.852
qsort_small_O3,variant_7,0.003,0,PASS,585336,266197,1.319
qsort_small_O3,variant_8,0.005,0,PASS,585336,266197,1.018
qsort_small_O3,variant_9,0.007,0,PASS,585336,266197,0.997
qsort_small_O3,variant_10,0.01,0,PASS,585336,266197,1.325
qsort_small_O3,variant_11,0.015,0,PASS,585336,266197,1.214
qsort_small_O3,variant_12,0.02,0,PASS,585336,266197,1.22
qsort_small_O3,variant_13,0.03,0,PASS,585336,266197,1.32
qsort_small_O3,variant_14,0.05,0,PASS,585336,266197,1.185
qsort_small_O3,variant_15,0.07,0,PASS,585336,266197,1.314
qsort_small_O3,variant_16,0.1,0,PASS,585336,266197,1.112
qsort_small_O3,variant_17,0.15,0,PASS,585336,266197,1.013
qsort_small_O3,variant_18,0.2,0,PASS,585336,266197,0.87
qsort_small_O3,variant_19,0.3,0,PASS,585336,266197,1.262
qsort_small_O3,variant_20,0.4,0,PASS,585336,266197,0.851
qsort_small_O3,variant_21,0.5,0,PASS,585336,266197,1.207
qsort_small_O3,variant_22,0.6,0,PASS,585336,266197,1.064
qsort_small_O3,variant_23,0.7,0,PASS,585336,266197,1.288
qsort_small_O3,variant_24,0.85,0,PASS,585336,266197,0.808
qsort_small_O3,variant_25,0.9,0,PASS,585336,266197,1.05
qsort_small_O3,variant_26,1,0,PASS,585336,266197,1.302
rijndael_Oz,variant_original,original,,PASS,901295187,684498234,1484.18
rijndael_Oz,variant_gp,gp,,PASS,901295187,684498234,1470.17
rijndael_Oz,variant_0,0,0,PASS,5340156074,4094841655,8178.23
rijndael_Oz,variant_1,0.0001,0,PASS,901538062,684682343,1492.84
rijndael_Oz,variant_2,0.0002,0,PASS,901537838,684682119,1483.52
rijndael_Oz,variant_3,0.0005,0,PASS,901420076,684642327,1460.27
rijndael_Oz,variant_4,0.001,0,PASS,901342396,684564892,1474.61
rijndael_Oz,variant_5,0.0015,0,PASS,901342172,684564668,1464.35
rijndael_Oz,variant_6,0.002,0,PASS,901342364,684564860,1465.98
rijndael_Oz,variant_7,0.003,0,PASS,901341962,684545369,1480.44
rijndael_Oz,variant_8,0.005,0,PASS,901341962,684545369,1487.2
rijndael_Oz,variant_9,0.007,0,PASS,901340652,684544059,1451.81
rijndael_Oz,variant_10,0.01,0,PASS,901302785,684506192,1496.02
rijndael_Oz,variant_11,0.015,0,PASS,901301667,684505074,1473.42
rijndael_Oz,variant_12,0.02,0,PASS,901301667,684505074,1463.93
rijndael_Oz,variant_13,0.03,0,PASS,901301667,684505074,1489.17
rijndael_Oz,variant_14,0.05,0,PASS,901302785,684506192,1477.03
rijndael_Oz,variant_15,0.07,0,PASS,901296593,684499736,1496.67
rijndael_Oz,variant_16,0.1,0,PASS,901296593,684499736,1484.49
rijndael_Oz,variant_17,0.15,0,PASS,901295811,684498954,1480.42
rijndael_Oz,variant_18,0.2,0,PASS,901295811,684498954,1454.71
rijndael_Oz,variant_19,0.3,0,PASS,901295811,684498954,1488.68
rijndael_Oz,variant_20,0.4,0,PASS,901295187,684498234,1492.64
rijndael_Oz,variant_21,0.5,0,PASS,901295187,684498234,1480.62
rijndael_Oz,variant_22,0.6,0,PASS,901295187,684498234,1447.15
rijndael_Oz,variant_23,0.7,0,PASS,901295187,684498234,1476.02
rijndael_Oz,variant_24,0.85,0,PASS,901295187,684498234,1489.85
rijndael_Oz,variant_25,0.9,0,PASS,901295187,684498234,1478.83
rijndael_Oz,variant_26,1,0,PASS,901295187,684498234,1460.99
sha_O3,variant_original,original,,PASS,16440387,13101233,35.516
sha_O3,variant_gp,gp,,PASS,16440387,13101233,33.799
sha_O3,variant_0,0,0,PASS,61448085,54361491,120.724
sha_O3,variant_1,0.0001,0,PASS,17449326,13910276,36.305
sha_O3,variant_2,0.0002,0,PASS,17449326,13910276,37.176
sha_O3,variant_3,0.0005,0,PASS,16464980,13120850,34.586
sha_O3,variant_4,0.001,0,PASS,16464980,13120850,36.786
sha_O3,variant_5,0.0015,0,PASS,16464980,13120850,28.605
sha_O3,variant_6,0.002,0,PASS,16445486,13106230,34.58
sha_O3,variant_7,0.003,0,PASS,16445486,13106230,28.526
sha_O3,variant_8,0.005,0,PASS,16445486,13106230,31.658
sha_O3,variant_9,0.007,0,PASS,16445486,13106230,35.12
sha_O3,variant_10,0.01,0,PASS,16445486,13106230,35.18
sha_O3,variant_11,0.015,0,PASS,16445486,13106230,34.108
sha_O3,variant_12,0.02,0,PASS,16440608,13101352,30.628
sha_O3,variant_13,0.03,0,PASS,16440608,13101352,28.033
sha_O3,variant_14,0.05,0,PASS,16440608,13101352,32.073
sha_O3,variant_15,0.07,0,PASS,16440608,13101352,36.585
sha_O3,variant_16,0.1,0,PASS,16440608,13101352,29.151
sha_O3,variant_17,0.15,0,PASS,16440608,13101352,33.422
sha_O3,variant_18,0.2,0,PASS,16440413,13101274,31.68
sha_O3,variant_19,0.3,0,PASS,16440413,13101274,33.703
sha_O3,variant_20,0.4,0,PASS,16440413,13101274,35.122
sha_O3,variant_21,0.5,0,PASS,16440387,13101233,33.574
sha_O3,variant_22,0.6,0,PASS,16440387,13101233,32.58
sha_O3,variant_23,0.7,0,PASS,16440387,13101233,31.618
sha_O3,variant_24,0.85,0,PASS,16440387,13101233,32.347
sha_O3,variant_25,0.9,0,PASS,16440387,13101233,35.556
sha_O3,variant_26,1,0,PASS,16440387,13101233,33.911
tarfind,variant_original,original,,PASS,1689642,910753,2.639
tarfind,variant_gp,gp,,PASS,1689642,910753,2.607
tarfind,variant_0,0,0,PASS,72811919,58543817,128.549
tarfind,variant_1,0.0001,0,PASS,6154927,4550427,13.674
tarfind,variant_2,0.0002,0,PASS,6154927,4550427,13.09
tarfind,variant_3,0.0005,0,PASS,5628315,4171655,10.083
tarfind,variant_4,0.001,0,PASS,5628315,4171655,10.852
tarfind,variant_5,0.0015,0,PASS,5628315,4171655,11.095
tarfind,variant_6,0.002,0,PASS,4845805,3498711,9.544
tarfind,variant_7,0.003,0,PASS,4845805,3498711,9.291
tarfind,variant_8,0.005,0,PASS,1694251,915362,2.641
tarfind,variant_9,0.007,0,PASS,1694251,915362,3.625
tarfind,variant_10,0.01,0,PASS,1694251,915362,2.375
tarfind,variant_11,0.015,0,PASS,1694251,915362,2.614
tarfind,variant_12,0.02,0,PASS,1694251,915362,3.052
tarfind,variant_13,0.03,0,PASS,1689643,910754,2.302
tarfind,variant_14,0.05,0,PASS,1689643,910754,2.834
tarfind,variant_15,0.07,0,PASS,1689643,910754,2.291
tarfind,variant_16,0.1,0,PASS,1689643,910754,4.168
tarfind,variant_17,0.15,0,PASS,1689643,910754,3.557
tarfind,variant_18,0.2,0,PASS,1689643,910754,2.541
tarfind,variant_19,0.3,0,PASS,1689643,910754,3.941
tarfind,variant_20,0.4,0,PASS,1689643,910754,3.035
tarfind,variant_21,0.5,0,PASS,1689642,910753,2.76
tarfind,variant_22,0.6,0,PASS,1689643,910754,2.651
tarfind,variant_23,0.7,0,PASS,1689643,910754,3.205
tarfind,variant_24,0.85,0,PASS,1689642,910753,2.727
tarfind,variant_25,0.9,0,PASS,1689643,910754,3.732
tarfind,variant_26,1,0,PASS,1689642,910753,3.684
