application_name,original_area,original_freq,original_latency,original_cycles,minA_1.0x_variant,minA_1.0x_area_norm,minA_1.0x_cycle_norm,minA_1.0x_power_norm,minA_1.0x_energy_norm,minA_1.0x_m1_dynamic,minA_1.0x_m1_static,minA_1.0x_m2_dynamic,minA_1.0x_m2_static,minE_1.0x_variant,minE_1.0x_area_norm,minE_1.0x_cycle_norm,minE_1.0x_power_norm,minE_1.0x_energy_norm,minE_1.0x_m1_dynamic,minE_1.0x_m1_static,minE_1.0x_m2_dynamic,minE_1.0x_m2_static,minA_1.2x_variant,minA_1.2x_area_norm,minA_1.2x_cycle_norm,minA_1.2x_power_norm,minA_1.2x_energy_norm,minA_1.2x_m1_dynamic,minA_1.2x_m1_static,minA_1.2x_m2_dynamic,minA_1.2x_m2_static,minE_1.2x_variant,minE_1.2x_area_norm,minE_1.2x_cycle_norm,minE_1.2x_power_norm,minE_1.2x_energy_norm,minE_1.2x_m1_dynamic,minE_1.2x_m1_static,minE_1.2x_m2_dynamic,minE_1.2x_m2_static,minA_1.5x_variant,minA_1.5x_area_norm,minA_1.5x_cycle_norm,minA_1.5x_power_norm,minA_1.5x_energy_norm,minA_1.5x_m1_dynamic,minA_1.5x_m1_static,minA_1.5x_m2_dynamic,minA_1.5x_m2_static,minE_1.5x_variant,minE_1.5x_area_norm,minE_1.5x_cycle_norm,minE_1.5x_power_norm,minE_1.5x_energy_norm,minE_1.5x_m1_dynamic,minE_1.5x_m1_static,minE_1.5x_m2_dynamic,minE_1.5x_m2_static,minA_2.0x_variant,minA_2.0x_area_norm,minA_2.0x_cycle_norm,minA_2.0x_power_norm,minA_2.0x_energy_norm,minA_2.0x_m1_dynamic,minA_2.0x_m1_static,minA_2.0x_m2_dynamic,minA_2.0x_m2_static,minE_2.0x_variant,minE_2.0x_area_norm,minE_2.0x_cycle_norm,minE_2.0x_power_norm,minE_2.0x_energy_norm,minE_2.0x_m1_dynamic,minE_2.0x_m1_static,minE_2.0x_m2_dynamic,minE_2.0x_m2_static,minA_unconstrained_variant,minA_unconstrained_area_norm,minA_unconstrained_cycle_norm,minA_unconstrained_power_norm,minA_unconstrained_energy_norm,minA_unconstrained_m1_dynamic,minA_unconstrained_m1_static,minA_unconstrained_m2_dynamic,minA_unconstrained_m2_static,minE_unconstrained_variant,minE_unconstrained_area_norm,minE_unconstrained_cycle_norm,minE_unconstrained_power_norm,minE_unconstrained_energy_norm,minE_unconstrained_m1_dynamic,minE_unconstrained_m1_static,minE_unconstrained_m2_dynamic,minE_unconstrained_m2_static
libwikisort,125985.8304,21.81,0.033676845483723065,734492.0,24_uarchaware,0.9904163190720215,1.0,0.9936108793813477,0.9936108793813477,0.9836747705875343,0.009936108793813486,0.009936108793813478,0.9836747705875343,24_uarchaware,0.9904163190720215,1.0,0.9936108793813477,0.9936108793813477,0.9836747705875343,0.009936108793813486,0.009936108793813478,0.9836747705875343,21_uarchaware,0.9775553172049418,1.0000612668347648,0.9850368781366279,0.9850972282282779,0.9751865093552616,0.009850368781366288,0.009850368781366279,0.9751865093552616,21_uarchaware,0.9775553172049418,1.0000612668347648,0.9850368781366279,0.9850972282282779,0.9751865093552616,0.009850368781366288,0.009850368781366279,0.9751865093552616,6_baseline,0.8775672347356294,1.4308215746393427,0.9183781564904195,1.3140352799839987,0.9091943749255154,0.009183781564904204,0.009183781564904195,0.9091943749255154,21_uarchaware,0.9775553172049418,1.0000612668347648,0.9850368781366279,0.9850972282282779,0.9751865093552616,0.009850368781366288,0.009850368781366279,0.9751865093552616,6_baseline,0.8775672347356294,1.4308215746393427,0.9183781564904195,1.3140352799839987,0.9091943749255154,0.009183781564904204,0.009183781564904195,0.9091943749255154,21_uarchaware,0.9775553172049418,1.0000612668347648,0.9850368781366279,0.9850972282282779,0.9751865093552616,0.009850368781366288,0.009850368781366279,0.9751865093552616,0_baseline,0.7089043816787828,9.936531643639414,0.8059362544525219,8.00821109512371,0.7978768919079967,0.008059362544525226,0.008059362544525219,0.7978768919079967,21_uarchaware,0.9775553172049418,1.0000612668347648,0.9850368781366279,0.9850972282282779,0.9751865093552616,0.009850368781366288,0.009850368781366279,0.9751865093552616
matmult-int,118095.7632,23.85,0.12570222222222222,2997998.0,24_uarchaware,0.9749751022397389,1.0,0.9833167348264926,0.9833167348264926,0.9734835674782277,0.009833167348264935,0.009833167348264926,0.9734835674782277,24_uarchaware,0.9749751022397389,1.0,0.9833167348264926,0.9833167348264926,0.9734835674782277,0.009833167348264935,0.009833167348264926,0.9734835674782277,18_uarchaware,0.9133240099167249,1.0114766587569437,0.9422160066111499,0.9530294981943562,0.9327938465450384,0.009422160066111507,0.009422160066111499,0.9327938465450384,18_uarchaware,0.9133240099167249,1.0114766587569437,0.9422160066111499,0.9530294981943562,0.9327938465450384,0.009422160066111507,0.009422160066111499,0.9327938465450384,18_uarchaware,0.9133240099167249,1.0114766587569437,0.9422160066111499,0.9530294981943562,0.9327938465450384,0.009422160066111507,0.009422160066111499,0.9327938465450384,18_uarchaware,0.9133240099167249,1.0114766587569437,0.9422160066111499,0.9530294981943562,0.9327938465450384,0.009422160066111507,0.009422160066111499,0.9327938465450384,18_uarchaware,0.9133240099167249,1.0114766587569437,0.9422160066111499,0.9530294981943562,0.9327938465450384,0.009422160066111507,0.009422160066111499,0.9327938465450384,18_uarchaware,0.9133240099167249,1.0114766587569437,0.9422160066111499,0.9530294981943562,0.9327938465450384,0.009422160066111507,0.009422160066111499,0.9327938465450384,1_baseline,0.7559701650668532,44.25524399949566,0.8373134433779021,37.05551074074695,0.8289403089441231,0.00837313443377903,0.008373134433779022,0.8289403089441231,18_uarchaware,0.9133240099167249,1.0114766587569437,0.9422160066111499,0.9530294981943562,0.9327938465450384,0.009422160066111507,0.009422160066111499,0.9327938465450384
md5,89336.9312,26.38,0.06876489764973465,1814018.0,24_uarchaware,0.9984453999243706,1.0,0.9989635999495804,0.9989635999495804,0.9889739639500846,0.009989635999495813,0.009989635999495804,0.9889739639500846,24_uarchaware,0.9984453999243706,1.0,0.9989635999495804,0.9989635999495804,0.9889739639500846,0.009989635999495813,0.009989635999495804,0.9889739639500846,15_uarchaware,0.9980112323356816,1.0074547220589873,0.9986741548904544,1.0061189931426568,0.9886874133415499,0.009986741548904552,0.009986741548904544,0.9886874133415499,21_uarchaware,0.9981372809904622,1.0000016537873382,0.9987581873269747,0.9987598390606188,0.988770605453705,0.009987581873269756,0.009987581873269747,0.988770605453705,15_uarchaware,0.9980112323356816,1.0074547220589873,0.9986741548904544,1.0061189931426568,0.9886874133415499,0.009986741548904552,0.009986741548904544,0.9886874133415499,21_uarchaware,0.9981372809904622,1.0000016537873382,0.9987581873269747,0.9987598390606188,0.988770605453705,0.009987581873269756,0.009987581873269747,0.988770605453705,15_uarchaware,0.9980112323356816,1.0074547220589873,0.9986741548904544,1.0061189931426568,0.9886874133415499,0.009986741548904552,0.009986741548904544,0.9886874133415499,21_uarchaware,0.9981372809904622,1.0000016537873382,0.9987581873269747,0.9987598390606188,0.988770605453705,0.009987581873269756,0.009987581873269747,0.988770605453705,15_uarchaware,0.9980112323356816,1.0074547220589873,0.9986741548904544,1.0061189931426568,0.9886874133415499,0.009986741548904552,0.009986741548904544,0.9886874133415499,21_uarchaware,0.9981372809904622,1.0000016537873382,0.9987581873269747,0.9987598390606188,0.988770605453705,0.009987581873269756,0.009987581873269747,0.988770605453705
mont64,110885.0976,22.39,0.20071960696739616,4494112.0,18_uarchaware,0.9755368245263646,0.9999999999999998,0.9836912163509097,0.9836912163509095,0.9738543041874006,0.009836912163509105,0.009836912163509097,0.9738543041874006,18_uarchaware,0.9755368245263646,0.9999999999999998,0.9836912163509097,0.9836912163509095,0.9738543041874006,0.009836912163509105,0.009836912163509097,0.9738543041874006,20_uarchaware,0.9744535842839895,1.0000002225133686,0.9829690561893264,0.9829692749130824,0.9731393656274331,0.009829690561893274,0.009829690561893265,0.9731393656274331,20_uarchaware,0.9744535842839895,1.0000002225133686,0.9829690561893264,0.9829692749130824,0.9731393656274331,0.009829690561893274,0.009829690561893265,0.9731393656274331,10_uarchaware,0.9685634654660755,1.231908550565718,0.979042310310717,1.2060905934373871,0.9692518872076098,0.009790423103107179,0.00979042310310717,0.9692518872076098,20_uarchaware,0.9744535842839895,1.0000002225133686,0.9829690561893264,0.9829692749130824,0.9731393656274331,0.009829690561893274,0.009829690561893265,0.9731393656274331,10_uarchaware,0.9685634654660755,1.231908550565718,0.979042310310717,1.2060905934373871,0.9692518872076098,0.009790423103107179,0.00979042310310717,0.9692518872076098,20_uarchaware,0.9744535842839895,1.0000002225133686,0.9829690561893264,0.9829692749130824,0.9731393656274331,0.009829690561893274,0.009829690561893265,0.9731393656274331,0_baseline,0.8040689211604212,10.627454099942323,0.8693792807736141,9.239288401862455,0.860685487965878,0.00869379280773615,0.008693792807736142,0.860685487965878,20_uarchaware,0.9744535842839895,1.0000002225133686,0.9829690561893264,0.9829692749130824,0.9731393656274331,0.009829690561893274,0.009829690561893265,0.9731393656274331
patricia_O3,123359.5616,20.9,0.23993703349282297,5014684.0,original,1.0,1.0,1.0,1.0,0.99,0.01,0.01,0.99,original,1.0,1.0,1.0,1.0,0.99,0.01,0.01,0.99,original,1.0,1.0,1.0,1.0,0.99,0.01,0.01,0.99,original,1.0,1.0,1.0,1.0,0.99,0.01,0.01,0.99,original,1.0,1.0,1.0,1.0,0.99,0.01,0.01,0.99,original,1.0,1.0,1.0,1.0,0.99,0.01,0.01,0.99,original,1.0,1.0,1.0,1.0,0.99,0.01,0.01,0.99,original,1.0,1.0,1.0,1.0,0.99,0.01,0.01,0.99,0_baseline,0.7247573357134888,5.303704879509856,0.8165048904756592,4.330500971759414,0.8083398415709027,0.008165048904756599,0.008165048904756592,0.8083398415709027,3_uarchaware,0.8866958100473665,2.7691772801636154,0.924463873364911,2.5600043544541653,0.9152192346312619,0.009244638733649118,0.00924463873364911,0.9152192346312619
picojpeg_test,111242.9408,24.09,0.16131158156911582,3885996.0,21_baseline,1.0001912067394754,1.0,1.0001274711596502,1.0001274711596502,0.9901261964480537,0.01000127471159651,0.010001274711596501,0.9901261964480537,21_baseline,1.0001912067394754,1.0,1.0001274711596502,1.0001274711596502,0.9901261964480537,0.01000127471159651,0.010001274711596501,0.9901261964480537,10_uarchaware,0.9944550045552194,1.0402079672753137,0.9963033363701462,1.036362668315203,0.9863403030064447,0.009963033363701471,0.009963033363701463,0.9863403030064447,18_uarchaware,0.9982566444341967,1.000048893514044,0.9988377629561311,0.9988865996443218,0.9888493853265699,0.00998837762956132,0.00998837762956131,0.9888493853265699,10_uarchaware,0.9944550045552194,1.0402079672753137,0.9963033363701462,1.036362668315203,0.9863403030064447,0.009963033363701471,0.009963033363701463,0.9863403030064447,18_uarchaware,0.9982566444341967,1.000048893514044,0.9988377629561311,0.9988865996443218,0.9888493853265699,0.00998837762956132,0.00998837762956131,0.9888493853265699,10_uarchaware,0.9944550045552194,1.0402079672753137,0.9963033363701462,1.036362668315203,0.9863403030064447,0.009963033363701471,0.009963033363701463,0.9863403030064447,18_uarchaware,0.9982566444341967,1.000048893514044,0.9988377629561311,0.9988865996443218,0.9888493853265699,0.00998837762956132,0.00998837762956131,0.9888493853265699,0_baseline,0.8092544061905994,12.106770567957353,0.8728362707937329,10.56722847389122,0.8641079080857956,0.008728362707937337,0.00872836270793733,0.8641079080857956,18_uarchaware,0.9982566444341967,1.000048893514044,0.9988377629561311,0.9988865996443218,0.9888493853265699,0.00998837762956132,0.00998837762956131,0.9888493853265699
primecount,111550.736,23.65,0.18170896405919662,4297416.999999999,21_uarchaware,0.9782850092535472,1.0,0.9855233395023648,0.9855233395023648,0.9756681061073411,0.009855233395023658,0.009855233395023649,0.9756681061073411,21_uarchaware,0.9782850092535472,1.0,0.9855233395023648,0.9855233395023648,0.9756681061073411,0.009855233395023658,0.009855233395023649,0.9756681061073411,25_uarchaware,0.962357691660591,1.0000000000000002,0.9749051277737274,0.9749051277737276,0.9651560764959901,0.009749051277737283,0.009749051277737274,0.9651560764959901,25_uarchaware,0.962357691660591,1.0000000000000002,0.9749051277737274,0.9749051277737276,0.9651560764959901,0.009749051277737283,0.009749051277737274,0.9651560764959901,25_uarchaware,0.962357691660591,1.0000000000000002,0.9749051277737274,0.9749051277737276,0.9651560764959901,0.009749051277737283,0.009749051277737274,0.9651560764959901,25_uarchaware,0.962357691660591,1.0000000000000002,0.9749051277737274,0.9749051277737276,0.9651560764959901,0.009749051277737283,0.009749051277737274,0.9651560764959901,25_uarchaware,0.962357691660591,1.0000000000000002,0.9749051277737274,0.9749051277737276,0.9651560764959901,0.009749051277737283,0.009749051277737274,0.9651560764959901,25_uarchaware,0.962357691660591,1.0000000000000002,0.9749051277737274,0.9749051277737276,0.9651560764959901,0.009749051277737283,0.009749051277737274,0.9651560764959901,0_baseline,0.7964107453311648,11.545476969072354,0.8642738302207766,9.978453601785926,0.8556310919185689,0.008642738302207775,0.008642738302207766,0.8556310919185689,25_uarchaware,0.962357691660591,1.0000000000000002,0.9749051277737274,0.9749051277737276,0.9651560764959901,0.009749051277737283,0.009749051277737274,0.9651560764959901
qsort_large_O3,117756.688,23.16,0.7376573834196891,17084145.0,26_uarchaware,0.9723954736226956,1.0,0.9815969824151304,0.9815969824151304,0.971781012590979,0.009815969824151312,0.009815969824151304,0.971781012590979,26_uarchaware,0.9723954736226956,1.0,0.9815969824151304,0.9815969824151304,0.971781012590979,0.009815969824151312,0.009815969824151304,0.971781012590979,24_uarchaware,0.9707060511076875,1.0000000000000002,0.9804707007384583,0.9804707007384585,0.9706659937310738,0.009804707007384592,0.009804707007384584,0.9706659937310738,24_uarchaware,0.9707060511076875,1.0000000000000002,0.9804707007384583,0.9804707007384585,0.9706659937310738,0.009804707007384592,0.009804707007384584,0.9706659937310738,6_uarchaware,0.9142538383892047,1.3801504845574655,0.9428358922594698,1.3012554135600776,0.9334075333368751,0.009428358922594707,0.009428358922594698,0.9334075333368751,24_uarchaware,0.9707060511076875,1.0000000000000002,0.9804707007384583,0.9804707007384585,0.9706659937310738,0.009804707007384592,0.009804707007384584,0.9706659937310738,6_uarchaware,0.9142538383892047,1.3801504845574655,0.9428358922594698,1.3012554135600776,0.9334075333368751,0.009428358922594707,0.009428358922594698,0.9334075333368751,24_uarchaware,0.9707060511076875,1.0000000000000002,0.9804707007384583,0.9804707007384585,0.9706659937310738,0.009804707007384592,0.009804707007384584,0.9706659937310738,1_baseline,0.7547256016575467,28.87113572262469,0.8364837344383644,24.150235426737968,0.8281188970939808,0.008364837344383652,0.008364837344383645,0.8281188970939808,24_uarchaware,0.9707060511076875,1.0000000000000002,0.9804707007384583,0.9804707007384585,0.9706659937310738,0.009804707007384592,0.009804707007384584,0.9706659937310738
qsort_small_O3,89361.9552,27.76,1.072013832853026,29759104.000000004,25_uarchaware,0.9733971801010908,0.9999999999999998,0.9822647867340605,0.9822647867340603,0.9724421388667198,0.009822647867340613,0.009822647867340604,0.9724421388667198,25_uarchaware,0.9733971801010908,0.9999999999999998,0.9822647867340605,0.9822647867340603,0.9724421388667198,0.009822647867340613,0.009822647867340604,0.9724421388667198,15_uarchaware,0.9711849456042341,1.000000168015811,0.980789963736156,0.9807901285243772,0.9709820640987944,0.009807899637361568,0.00980789963736156,0.9709820640987944,15_uarchaware,0.9711849456042341,1.000000168015811,0.980789963736156,0.9807901285243772,0.9709820640987944,0.009807899637361568,0.00980789963736156,0.9709820640987944,15_uarchaware,0.9711849456042341,1.000000168015811,0.980789963736156,0.9807901285243772,0.9709820640987944,0.009807899637361568,0.00980789963736156,0.9709820640987944,15_uarchaware,0.9711849456042341,1.000000168015811,0.980789963736156,0.9807901285243772,0.9709820640987944,0.009807899637361568,0.00980789963736156,0.9709820640987944,15_uarchaware,0.9711849456042341,1.000000168015811,0.980789963736156,0.9807901285243772,0.9709820640987944,0.009807899637361568,0.00980789963736156,0.9709820640987944,15_uarchaware,0.9711849456042341,1.000000168015811,0.980789963736156,0.9807901285243772,0.9709820640987944,0.009807899637361568,0.00980789963736156,0.9709820640987944,15_uarchaware,0.9711849456042341,1.000000168015811,0.980789963736156,0.9807901285243772,0.9709820640987944,0.009807899637361568,0.00980789963736156,0.9709820640987944,15_uarchaware,0.9711849456042341,1.000000168015811,0.980789963736156,0.9807901285243772,0.9709820640987944,0.009807899637361568,0.00980789963736156,0.9709820640987944
rijndael_Oz,117843.0208,20.84,32.955973896353164,686802495.9999999,18_baseline,0.9997239446190436,1.0,0.9998159630793624,0.9998159630793624,0.9898178034485687,0.009998159630793632,0.009998159630793623,0.9898178034485687,18_baseline,0.9997239446190436,1.0,0.9998159630793624,0.9998159630793624,0.9898178034485687,0.009998159630793632,0.009998159630793623,0.9898178034485687,3_uarchaware,0.9146351821965514,1.0002144634022998,0.9430901214643675,0.9432923797804922,0.9336592202497238,0.009430901214643683,0.009430901214643676,0.9336592202497238,3_uarchaware,0.9146351821965514,1.0002144634022998,0.9430901214643675,0.9432923797804922,0.9336592202497238,0.009430901214643683,0.009430901214643676,0.9336592202497238,3_uarchaware,0.9146351821965514,1.0002144634022998,0.9430901214643675,0.9432923797804922,0.9336592202497238,0.009430901214643683,0.009430901214643676,0.9336592202497238,3_uarchaware,0.9146351821965514,1.0002144634022998,0.9430901214643675,0.9432923797804922,0.9336592202497238,0.009430901214643683,0.009430901214643676,0.9336592202497238,3_uarchaware,0.9146351821965514,1.0002144634022998,0.9430901214643675,0.9432923797804922,0.9336592202497238,0.009430901214643683,0.009430901214643676,0.9336592202497238,3_uarchaware,0.9146351821965514,1.0002144634022998,0.9430901214643675,0.9432923797804922,0.9336592202497238,0.009430901214643683,0.009430901214643676,0.9336592202497238,3_uarchaware,0.9146351821965514,1.0002144634022998,0.9430901214643675,0.9432923797804922,0.9336592202497238,0.009430901214643683,0.009430901214643676,0.9336592202497238,3_uarchaware,0.9146351821965514,1.0002144634022998,0.9430901214643675,0.9432923797804922,0.9336592202497238,0.009430901214643683,0.009430901214643676,0.9336592202497238
sha_O3,89365.7088,27.38,0.4785083637691746,13101559.0,24_uarchaware,0.9731462813620073,1.0,0.9820975209080048,0.9820975209080048,0.9722765456989247,0.009820975209080058,0.00982097520908005,0.9722765456989247,24_uarchaware,0.9731462813620073,1.0,0.9820975209080048,0.9820975209080048,0.9722765456989247,0.009820975209080058,0.00982097520908005,0.9722765456989247,24_uarchaware,0.9731462813620073,1.0,0.9820975209080048,0.9820975209080048,0.9722765456989247,0.009820975209080058,0.00982097520908005,0.9722765456989247,24_uarchaware,0.9731462813620073,1.0,0.9820975209080048,0.9820975209080048,0.9722765456989247,0.009820975209080058,0.00982097520908005,0.9722765456989247,24_uarchaware,0.9731462813620073,1.0,0.9820975209080048,0.9820975209080048,0.9722765456989247,0.009820975209080058,0.00982097520908005,0.9722765456989247,24_uarchaware,0.9731462813620073,1.0,0.9820975209080048,0.9820975209080048,0.9722765456989247,0.009820975209080058,0.00982097520908005,0.9722765456989247,24_uarchaware,0.9731462813620073,1.0,0.9820975209080048,0.9820975209080048,0.9722765456989247,0.009820975209080058,0.00982097520908005,0.9722765456989247,24_uarchaware,0.9731462813620073,1.0,0.9820975209080048,0.9820975209080048,0.9722765456989247,0.009820975209080058,0.00982097520908005,0.9722765456989247,24_uarchaware,0.9731462813620073,1.0,0.9820975209080048,0.9820975209080048,0.9722765456989247,0.009820975209080058,0.00982097520908005,0.9722765456989247,24_uarchaware,0.9731462813620073,1.0,0.9820975209080048,0.9820975209080048,0.9722765456989247,0.009820975209080058,0.00982097520908005,0.9722765456989247
tarfind,111237.936,21.93,0.04123739170086639,904335.9999999999,24_baseline,1.001765929925201,1.0,1.0011772866168007,1.0011772866168007,0.9911655137506327,0.010011772866168016,0.010011772866168007,0.9911655137506327,24_baseline,1.001765929925201,1.0,1.0011772866168007,1.0011772866168007,0.9911655137506327,0.010011772866168016,0.010011772866168007,0.9911655137506327,26_uarchaware,0.9746358472526854,1.0000774048583712,0.9830905648351236,0.9831666608210606,0.9732596591867724,0.009830905648351245,0.009830905648351236,0.9732596591867724,26_uarchaware,0.9746358472526854,1.0000774048583712,0.9830905648351236,0.9831666608210606,0.9732596591867724,0.009830905648351245,0.009830905648351236,0.9732596591867724,26_uarchaware,0.9746358472526854,1.0000774048583712,0.9830905648351236,0.9831666608210606,0.9732596591867724,0.009830905648351245,0.009830905648351236,0.9732596591867724,26_uarchaware,0.9746358472526854,1.0000774048583712,0.9830905648351236,0.9831666608210606,0.9732596591867724,0.009830905648351245,0.009830905648351236,0.9732596591867724,26_uarchaware,0.9746358472526854,1.0000774048583712,0.9830905648351236,0.9831666608210606,0.9732596591867724,0.009830905648351245,0.009830905648351236,0.9732596591867724,26_uarchaware,0.9746358472526854,1.0000774048583712,0.9830905648351236,0.9831666608210606,0.9732596591867724,0.009830905648351245,0.009830905648351236,0.9732596591867724,1_baseline,0.8036668353860863,148.1191636736788,0.8691112235907242,128.73202757766575,0.860420111354817,0.00869111223590725,0.008691112235907242,0.860420111354817,26_uarchaware,0.9746358472526854,1.0000774048583712,0.9830905648351236,0.9831666608210606,0.9732596591867724,0.009830905648351245,0.009830905648351236,0.9732596591867724
