application_name,original_area,original_freq,original_latency,original_cycles,minA_1.2x_variant,minA_1.2x_area_norm,minA_1.2x_cycle_norm,minA_1.2x_freq,minA_1.2x_freq_norm,minA_1.2x_latency_norm,minA_1.2x_power_norm,minA_1.2x_power_iso_norm,minA_1.2x_energy_norm,minE_1.2x_variant,minE_1.2x_area_norm,minE_1.2x_cycle_norm,minE_1.2x_freq,minE_1.2x_freq_norm,minE_1.2x_latency_norm,minE_1.2x_power_norm,minE_1.2x_power_iso_norm,minE_1.2x_energy_norm,minA_unconstrained_variant,minA_unconstrained_area_norm,minA_unconstrained_cycle_norm,minA_unconstrained_freq,minA_unconstrained_freq_norm,minA_unconstrained_latency_norm,minA_unconstrained_power_norm,minA_unconstrained_power_iso_norm,minA_unconstrained_energy_norm,minE_unconstrained_variant,minE_unconstrained_area_norm,minE_unconstrained_cycle_norm,minE_unconstrained_freq,minE_unconstrained_freq_norm,minE_unconstrained_latency_norm,minE_unconstrained_power_norm,minE_unconstrained_power_iso_norm,minE_unconstrained_energy_norm
libwikisort,,,,,11_uarchaware,0.8595564618132479,1.1538404575885137,,1.2344671201814057,0.9346870716321356,1.0434105019376128,0.8452315050596754,0.975262306566284,15_uarchaware,0.8731631033874788,1.0099464795907158,,1.0512471655328797,0.9607126779540676,0.9200699738868259,0.8752175549699963,0.8839228885179415,1_baseline,0.7171160052433481,5.498973452998144,,1.4659863945578233,3.7510398960126548,1.122237077112017,0.7655167068931158,4.209556049031805,15_uarchaware,0.8731631033874788,1.0099464795907158,,1.0512471655328797,0.9607126779540676,0.9200699738868259,0.8752175549699963,0.8839228885179415
matmult-int,,,,,15_uarchaware,0.914847215075106,1.0076101354339626,,0.8269909040282161,1.2184053422183516,0.8019592796667101,0.9697316811592744,0.9771114705875007,15_uarchaware,0.914847215075106,1.0076101354339626,,0.8269909040282161,1.2184053422183516,0.8019592796667101,0.9697316811592744,0.9771114705875007,0_baseline,0.7602636673282854,14.098210382648592,,1.306107295340635,10.79406755703922,1.1318276907253788,0.8665656296102353,12.217024556617432,15_uarchaware,0.914847215075106,1.0076101354339626,,0.8269909040282161,1.2184053422183516,0.8019592796667101,0.9697316811592744,0.9771114705875007
md5,,,,,7_uarchaware,0.9949655398963575,1.0115855419689335,,0.9571494394102289,1.0568731488703025,0.9409830301568337,0.983109837829131,0.9944996981153716,14_uarchaware,0.9974298037898089,1.0000910955601061,,0.9362617109506989,1.0681747249330464,0.9260146410999623,0.9890553359911178,0.989145434540926,7_uarchaware,0.9949655398963575,1.0115855419689335,,0.9571494394102289,1.0568731488703025,0.9409830301568337,0.983109837829131,0.9944996981153716,14_uarchaware,0.9974298037898089,1.0000910955601061,,0.9362617109506989,1.0681747249330464,0.9260146410999623,0.9890553359911178,0.989145434540926
mont64,,,,,11_uarchaware,1.0001786639509747,1.0002394779267967,,1.0610257520017312,0.9427098975116719,1.0496743913263826,0.9893015219904576,0.9895384378679207,11_uarchaware,1.0001786639509747,1.0002394779267967,,1.0610257520017312,0.9427098975116719,1.0496743913263826,0.9893015219904576,0.9895384378679207,0_baseline,0.8284772471458434,10.55249916635639,,1.5500973815191517,6.807636276383202,1.3528653077005537,0.8727614947486051,9.209814945762613,11_uarchaware,1.0001786639509747,1.0002394779267967,,1.0610257520017312,0.9427098975116719,1.0496743913263826,0.9893015219904576,0.9895384378679207
patricia_O3,,,,,2_baseline,0.7295641792920368,1.1538189762068307,,1.402428057553957,0.8227295296838703,1.1054248759165013,0.7882221622437636,0.9094656882636337,3_baseline,0.7357256740730269,1.102308074692055,,1.5184352517985613,0.725950002403059,1.1947491761390816,0.7868291879577487,0.867328167289219,2_baseline,0.7295641792920368,1.1538189762068307,,1.402428057553957,0.8227295296838703,1.1054248759165013,0.7882221622437636,0.9094656882636337,3_baseline,0.7357256740730269,1.102308074692055,,1.5184352517985613,0.725950002403059,1.1947491761390816,0.7868291879577487,0.867328167289219
picojpeg_test,,,,,4_uarchaware,0.994515364788989,1.0502405129130243,,1.0297863155622706,1.0198625647298347,1.0401766627837377,1.0100898089870167,1.060837239078743,22_uarchaware,0.9979866528972239,1.0000027178519728,,0.8646665227714225,1.1565183703964526,0.8755333489102558,1.012567649900453,1.0125704019094377,0_baseline,0.812420268851264,4.4633428016501435,,1.4603928340168357,3.0562617794923317,1.2791378893991865,0.8758861722711249,3.909380242071223,22_uarchaware,0.9979866528972239,1.0000027178519728,,0.8646665227714225,1.1565183703964526,0.8755333489102558,1.012567649900453,1.0125704019094377
primecount,,,,,20_uarchaware,0.9645514185467116,1.0000001434414825,,1.0404330534688468,0.9611383837791779,0.9945959604831235,0.9559442168499928,0.9559443539720485,20_uarchaware,0.9645514185467116,1.0000001434414825,,1.0404330534688468,0.9611383837791779,0.9945959604831235,0.9559442168499928,0.9559443539720485,0_baseline,0.7977111871654066,3.5406682422279103,,1.506186478126381,2.350750251477706,1.2803266896416012,0.8500452687865464,3.009728287648613,20_uarchaware,0.9645514185467116,1.0000001434414825,,1.0404330534688468,0.9611383837791779,0.9945959604831235,0.9559442168499928,0.9559443539720485
qsort_large_O3,,,,,17_uarchaware,0.9778296287199639,1.0,,1.087962962962963,0.9191489361702128,1.0804131684296838,0.9930606143864328,0.9930606143864328,17_uarchaware,0.9778296287199639,1.0,,1.087962962962963,0.9191489361702128,1.0804131684296838,0.9930606143864328,0.9930606143864328,0_baseline,0.7630635719841172,10.944185287379593,,1.7119883040935675,6.392675266069719,1.4694874464416205,0.85835133506923,9.3939560526673,17_uarchaware,0.9778296287199639,1.0,,1.087962962962963,0.9191489361702128,1.0804131684296838,0.9930606143864328,0.9930606143864328
qsort_small_O3,,,,,12_uarchaware,0.9746029974044822,1.0,,1.0183356840620592,0.9819944598337951,0.9786439155633496,0.9610229032332617,0.9610229032332617,12_uarchaware,0.9746029974044822,1.0,,1.0183356840620592,0.9819944598337951,0.9786439155633496,0.9610229032332617,0.9610229032332617,12_uarchaware,0.9746029974044822,1.0,,1.0183356840620592,0.9819944598337951,0.9786439155633496,0.9610229032332617,0.9610229032332617,12_uarchaware,0.9746029974044822,1.0,,1.0183356840620592,0.9819944598337951,0.9786439155633496,0.9610229032332617,0.9610229032332617
rijndael_Oz,,,,,4_uarchaware,0.9182588661235909,1.0000523435614441,,0.9683608899775463,1.0327269036904543,0.867684425092021,0.8960341480872284,0.8960810497057148,4_uarchaware,0.9182588661235909,1.0000523435614441,,0.9683608899775463,1.0327269036904543,0.867684425092021,0.8960341480872284,0.8960810497057148,0_baseline,0.7645881675306508,5.828990920818042,,1.3304756072667892,4.381133249629885,1.0835130080258768,0.814380212690821,4.747014865868661,4_uarchaware,0.9182588661235909,1.0000523435614441,,0.9683608899775463,1.0327269036904543,0.867684425092021,0.8960341480872284,0.8960810497057148
sha_O3,,,,,1_uarchaware,0.9792450583088972,1.0613695407535115,,1.0037222619899786,1.0574334962435141,0.9788683768078978,0.9752382844106641,1.035088210050189,21_uarchaware,0.9785068759327868,1.0,,0.9418754473872586,1.0617115063079494,0.9225698386430564,0.9795030130600012,0.9795030130600013,1_uarchaware,0.9792450583088972,1.0613695407535115,,1.0037222619899786,1.0574334962435141,0.9788683768078978,0.9752382844106641,1.035088210050189,21_uarchaware,0.9785068759327868,1.0,,0.9418754473872586,1.0617115063079494,0.9225698386430564,0.9795030130600012,0.9795030130600013
tarfind,,,,,26_uarchaware,0.9704678236032371,1.0,,0.9774839909109689,1.0230346576500422,0.952157468237363,0.9740900895471416,0.9740900895471416,26_uarchaware,0.9704678236032371,1.0,,0.9774839909109689,1.0230346576500422,0.952157468237363,0.9740900895471416,0.9740900895471416,0_baseline,0.8061349374648376,43.09310433807872,,1.2807271224953523,33.64737388719985,1.1011893936345971,0.8598157829975943,37.052131248242176,26_uarchaware,0.9704678236032371,1.0,,0.9774839909109689,1.0230346576500422,0.952157468237363,0.9740900895471416,0.9740900895471416
GEOMEAN,,,,,,0.94089579790125,1.0302687354875693,,1.046876883396275,0.9841355290463328,0.9951461397481158,0.9505856472058735,0.9793586727194278,,0.9479032763397787,1.0052747590421958,,1.030508606543352,0.9755132103303839,0.9844533781078613,0.9553082544453709,0.9603472752985909,,0.8300667571946132,3.8205472533501434,,1.2727545581664943,3.0017942020604123,1.1160380693591785,0.8768682557043217,3.350116605881077,,0.9479032763397787,1.0052747590421958,,1.030508606543352,0.9755132103303839,0.9844533781078613,0.9553082544453709,0.9603472752985909
